Sl No.,Timestamp,Source,Destination,Volume,Protocol
4432,2015-10-20 16:24:43 Z,10.10.10.30,10.10.10.10,3,tcp
4433,2015-10-20 16:24:44 Z,10.10.10.30,10.10.10.10,3,tcp
4434,2015-10-20 16:24:45 Z,10.10.10.30,10.10.10.10,3,tcp
4435,2015-10-20 16:24:46 Z,10.10.10.30,10.10.10.10,3,tcp
4436,2015-10-20 16:24:47 Z,10.10.10.30,10.10.10.10,3,tcp
4437,2015-10-20 16:24:48 Z,10.10.10.30,10.10.10.10,3,tcp
4438,2015-10-20 16:24:49 Z,10.10.10.30,10.10.10.10,3,tcp
4439,2015-10-20 16:24:50 Z,10.10.10.30,10.10.10.10,3,tcp
4440,2015-10-20 16:24:51 Z,10.10.10.30,10.10.10.10,3,tcp
4441,2015-10-20 16:24:51 Z,192.168.89.2,8.8.8.8,1,udp
4442,2015-10-20 16:24:52 Z,10.10.10.30,10.10.10.10,3,tcp
4443,2015-10-20 16:24:53 Z,10.10.10.30,10.10.10.10,3,tcp
4444,2015-10-20 16:24:54 Z,10.10.10.30,10.10.10.10,2,tcp
4445,2015-10-20 16:24:55 Z,10.10.10.30,10.10.10.10,2,tcp
4446,2015-10-20 16:24:56 Z,10.10.10.30,10.10.10.10,2,tcp
4447,2015-10-20 16:24:57 Z,10.10.10.30,10.10.10.10,2,tcp
4448,2015-10-20 16:24:58 Z,10.10.10.30,10.10.10.10,2,tcp
4449,2015-10-20 16:24:59 Z,10.10.10.30,10.10.10.10,2,tcp
4450,2015-10-20 16:25:00 Z,10.10.10.30,10.10.10.10,6,tcp
4451,2015-10-20 16:25:01 Z,10.10.10.30,10.10.10.10,6,tcp
4452,2015-10-20 16:25:01 Z,192.168.89.2,8.8.8.8,1,udp
4453,2015-10-20 16:25:02 Z,10.10.10.30,10.10.10.10,6,tcp
4454,2015-10-20 16:25:03 Z,10.10.10.30,10.10.10.10,6,tcp
4455,2015-10-20 16:25:04 Z,10.10.10.30,10.10.10.10,6,tcp
4456,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,6,tcp
4457,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,2,tcp
4458,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,4,tcp
4459,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,3,tcp
4460,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,5,tcp
4461,2015-10-20 16:25:04 Z,10.10.10.10,10.10.10.30,4,tcp
4462,2015-10-20 16:25:05 Z,10.10.10.30,10.10.10.10,6,tcp
4463,2015-10-20 16:25:05 Z,10.10.10.10,10.10.10.30,4,tcp
4464,2015-10-20 16:25:05 Z,10.10.10.10,10.10.10.30,7,tcp
4465,2015-10-20 16:25:06 Z,10.10.10.10,10.10.10.30,7,tcp
4466,2015-10-20 16:25:06 Z,10.10.10.30,10.10.10.10,6,tcp
4467,2015-10-20 16:25:06 Z,10.10.10.10,10.10.10.30,7,tcp
4468,2015-10-20 16:25:06 Z,10.10.10.10,10.10.10.30,7,tcp
4469,2015-10-20 16:25:07 Z,10.10.10.30,10.10.10.10,6,tcp
4470,2015-10-20 16:25:07 Z,10.10.10.10,10.10.10.30,7,tcp
4471,2015-10-20 16:25:08 Z,10.10.10.10,10.10.10.30,7,tcp
4472,2015-10-20 16:25:08 Z,10.10.10.30,10.10.10.10,6,tcp
4473,2015-10-20 16:25:09 Z,10.10.10.30,10.10.10.10,6,tcp
4474,2015-10-20 16:25:09 Z,10.10.10.10,10.10.10.30,7,tcp
4475,2015-10-20 16:25:09 Z,10.10.10.10,10.10.10.30,7,tcp
4476,2015-10-20 16:25:10 Z,10.10.10.30,10.10.10.10,6,tcp
4477,2015-10-20 16:25:10 Z,10.10.10.10,10.10.10.30,7,tcp
4478,2015-10-20 16:25:11 Z,10.10.10.30,10.10.10.10,6,tcp
4479,2015-10-20 16:25:11 Z,192.168.89.2,8.8.8.8,1,udp
4480,2015-10-20 16:25:11 Z,10.10.10.10,10.10.10.30,7,tcp
4481,2015-10-20 16:25:11 Z,10.10.10.10,10.10.10.30,7,tcp
4482,2015-10-20 16:25:12 Z,10.10.10.10,10.10.10.30,7,tcp
4483,2015-10-20 16:25:12 Z,10.10.10.30,10.10.10.10,6,tcp
4484,2015-10-20 16:25:12 Z,10.10.10.10,10.10.10.30,7,tcp
4485,2015-10-20 16:25:13 Z,10.10.10.30,10.10.10.10,6,tcp
4486,2015-10-20 16:25:13 Z,10.10.10.10,10.10.10.30,7,tcp
4487,2015-10-20 16:25:13 Z,10.10.10.10,10.10.10.30,7,tcp
4488,2015-10-20 16:25:14 Z,10.10.10.30,10.10.10.10,6,tcp
4489,2015-10-20 16:25:14 Z,10.10.10.10,10.10.10.30,7,tcp
4490,2015-10-20 16:25:15 Z,10.10.10.30,10.10.10.10,5,tcp
4491,2015-10-20 16:25:15 Z,10.10.10.10,10.10.10.30,7,tcp
4492,2015-10-20 16:25:15 Z,10.10.10.10,10.10.10.30,7,tcp
4493,2015-10-20 16:25:16 Z,10.10.10.10,10.10.10.30,7,tcp
4494,2015-10-20 16:25:16 Z,10.10.10.10,10.10.10.30,7,tcp
4495,2015-10-20 16:25:16 Z,10.10.10.30,10.10.10.10,5,tcp
4496,2015-10-20 16:25:17 Z,10.10.10.30,10.10.10.10,5,tcp
4497,2015-10-20 16:25:17 Z,10.10.10.10,10.10.10.30,7,tcp
4498,2015-10-20 16:25:17 Z,10.10.10.10,10.10.10.30,7,tcp
4499,2015-10-20 16:25:17 Z,10.10.10.10,10.10.10.30,7,tcp
4500,2015-10-20 16:25:18 Z,10.10.10.10,10.10.10.30,7,tcp
4501,2015-10-20 16:25:18 Z,10.10.10.10,10.10.10.30,7,tcp
4502,2015-10-20 16:25:18 Z,10.10.10.30,10.10.10.10,5,tcp
4503,2015-10-20 16:25:18 Z,10.10.10.10,10.10.10.30,7,tcp
4504,2015-10-20 16:25:18 Z,10.10.10.10,10.10.10.30,7,tcp
4505,2015-10-20 16:25:19 Z,10.10.10.30,10.10.10.10,5,tcp
4506,2015-10-20 16:25:19 Z,10.10.10.10,10.10.10.30,7,tcp
4507,2015-10-20 16:25:19 Z,10.10.10.10,10.10.10.30,7,tcp
4508,2015-10-20 16:25:20 Z,10.10.10.10,10.10.10.30,7,tcp
4509,2015-10-20 16:25:20 Z,10.10.10.30,10.10.10.10,5,tcp
4510,2015-10-20 16:25:21 Z,10.10.10.30,10.10.10.10,5,tcp
4511,2015-10-20 16:25:21 Z,10.10.10.10,10.10.10.30,7,tcp
4512,2015-10-20 16:25:21 Z,192.168.89.2,8.8.8.8,1,udp
4513,2015-10-20 16:25:21 Z,10.10.10.10,10.10.10.30,7,tcp
4514,2015-10-20 16:25:21 Z,10.10.10.10,10.10.10.30,7,tcp
4515,2015-10-20 16:25:22 Z,10.10.10.30,10.10.10.10,5,tcp
4516,2015-10-20 16:25:22 Z,10.10.10.10,10.10.10.30,7,tcp
4517,2015-10-20 16:25:23 Z,10.10.10.10,10.10.10.30,7,tcp
4518,2015-10-20 16:25:23 Z,10.10.10.30,10.10.10.10,5,tcp
4519,2015-10-20 16:25:23 Z,10.10.10.10,10.10.10.30,7,tcp
4520,2015-10-20 16:25:24 Z,10.10.10.30,10.10.10.10,5,tcp
4521,2015-10-20 16:25:24 Z,10.10.10.10,10.10.10.30,7,tcp
4522,2015-10-20 16:25:25 Z,10.10.10.30,10.10.10.10,5,tcp
4523,2015-10-20 16:25:25 Z,10.10.10.10,10.10.10.30,7,tcp
4524,2015-10-20 16:25:26 Z,10.10.10.30,10.10.10.10,5,tcp
4525,2015-10-20 16:25:27 Z,10.10.10.10,10.10.10.30,7,tcp
4526,2015-10-20 16:25:27 Z,10.10.10.30,10.10.10.10,5,tcp
4527,2015-10-20 16:25:27 Z,10.10.10.10,10.10.10.30,7,tcp
4528,2015-10-20 16:25:28 Z,10.10.10.10,10.10.10.30,7,tcp
4529,2015-10-20 16:25:28 Z,10.10.10.30,10.10.10.10,5,tcp
4530,2015-10-20 16:25:28 Z,10.10.10.10,10.10.10.30,7,tcp
4531,2015-10-20 16:25:28 Z,10.10.10.10,10.10.10.30,7,tcp
4532,2015-10-20 16:25:29 Z,10.10.10.10,10.10.10.30,7,tcp
4533,2015-10-20 16:25:29 Z,10.10.10.30,10.10.10.10,5,tcp
4534,2015-10-20 16:25:30 Z,10.10.10.30,10.10.10.10,5,tcp
4535,2015-10-20 16:25:31 Z,10.10.10.30,10.10.10.10,5,tcp
4536,2015-10-20 16:25:31 Z,192.168.89.2,8.8.8.8,1,udp
4537,2015-10-20 16:25:32 Z,10.10.10.30,10.10.10.10,5,tcp
4538,2015-10-20 16:25:33 Z,10.10.10.30,10.10.10.10,5,tcp
4539,2015-10-20 16:25:34 Z,10.10.10.30,10.10.10.10,5,tcp
4540,2015-10-20 16:25:35 Z,10.10.10.30,10.10.10.10,5,tcp
4541,2015-10-20 16:25:36 Z,10.10.10.30,10.10.10.10,5,tcp
4542,2015-10-20 16:25:37 Z,10.10.10.30,10.10.10.10,5,tcp
4543,2015-10-20 16:25:38 Z,10.10.10.30,10.10.10.10,5,tcp
4544,2015-10-20 16:25:39 Z,10.10.10.30,10.10.10.10,5,tcp
4545,2015-10-20 16:25:40 Z,10.10.10.30,10.10.10.10,5,tcp
4546,2015-10-20 16:25:41 Z,10.10.10.30,10.10.10.10,5,tcp
4547,2015-10-20 16:25:41 Z,192.168.89.2,8.8.8.8,1,udp
4548,2015-10-20 16:25:42 Z,10.10.10.30,10.10.10.10,5,tcp
4549,2015-10-20 16:25:43 Z,10.10.10.30,10.10.10.10,5,tcp
4550,2015-10-20 16:25:44 Z,10.10.10.30,10.10.10.10,5,tcp
4551,2015-10-20 16:25:45 Z,10.10.10.30,10.10.10.10,4,tcp
4552,2015-10-20 16:25:46 Z,10.10.10.30,10.10.10.10,4,tcp
4553,2015-10-20 16:25:47 Z,10.10.10.30,10.10.10.10,4,tcp
4554,2015-10-20 16:25:48 Z,192.168.89.2,8.8.8.8,3,udp
4555,2015-10-20 16:25:48 Z,10.10.10.30,10.10.10.10,4,tcp
4556,2015-10-20 16:25:49 Z,10.10.10.30,10.10.10.10,4,tcp
4557,2015-10-20 16:25:50 Z,10.10.10.30,10.10.10.10,4,tcp
4558,2015-10-20 16:25:51 Z,10.10.10.30,10.10.10.10,4,tcp
4559,2015-10-20 16:25:51 Z,192.168.89.2,8.8.8.8,1,udp
4560,2015-10-20 16:25:52 Z,10.10.10.30,10.10.10.10,4,tcp
4561,2015-10-20 16:25:53 Z,10.10.10.30,10.10.10.10,4,tcp
4562,2015-10-20 16:25:54 Z,10.10.10.30,10.10.10.10,4,tcp
4563,2015-10-20 16:25:55 Z,10.10.10.30,10.10.10.10,4,tcp
4564,2015-10-20 16:25:56 Z,10.10.10.30,10.10.10.10,4,tcp
4565,2015-10-20 16:25:57 Z,10.10.10.30,10.10.10.10,4,tcp
4566,2015-10-20 16:25:58 Z,10.10.10.30,10.10.10.10,4,tcp
4567,2015-10-20 16:25:59 Z,10.10.10.30,10.10.10.10,4,tcp
4568,2015-10-20 16:26:00 Z,10.10.10.30,10.10.10.10,4,tcp
4569,2015-10-20 16:26:01 Z,10.10.10.30,10.10.10.10,4,tcp
4570,2015-10-20 16:26:01 Z,192.168.89.2,8.8.8.8,1,udp
4571,2015-10-20 16:26:02 Z,10.10.10.30,10.10.10.10,4,tcp
4572,2015-10-20 16:26:03 Z,10.10.10.30,10.10.10.10,4,tcp
4573,2015-10-20 16:26:04 Z,10.10.10.30,10.10.10.10,4,tcp
4574,2015-10-20 16:26:05 Z,10.10.10.30,10.10.10.10,4,tcp
4575,2015-10-20 16:26:06 Z,10.10.10.30,10.10.10.10,4,tcp
4576,2015-10-20 16:26:07 Z,10.10.10.30,10.10.10.10,4,tcp
4577,2015-10-20 16:26:08 Z,10.10.10.30,10.10.10.10,4,tcp
4578,2015-10-20 16:26:09 Z,10.10.10.30,10.10.10.10,4,tcp
4579,2015-10-20 16:26:10 Z,10.10.10.30,10.10.10.10,4,tcp
4580,2015-10-20 16:26:11 Z,192.168.89.2,8.8.8.8,1,udp
4581,2015-10-20 16:26:11 Z,10.10.10.30,10.10.10.10,4,tcp
4582,2015-10-20 16:26:12 Z,10.10.10.30,10.10.10.10,4,tcp
4583,2015-10-20 16:26:13 Z,10.10.10.30,10.10.10.10,4,tcp
4584,2015-10-20 16:26:14 Z,10.10.10.30,10.10.10.10,4,tcp
4585,2015-10-20 16:26:15 Z,10.10.10.30,10.10.10.10,3,tcp
4586,2015-10-20 16:26:16 Z,10.10.10.30,10.10.10.10,3,tcp
4587,2015-10-20 16:26:17 Z,10.10.10.30,10.10.10.10,3,tcp
4588,2015-10-20 16:26:18 Z,10.10.10.30,10.10.10.10,3,tcp
4589,2015-10-20 16:26:19 Z,10.10.10.30,10.10.10.10,3,tcp
4590,2015-10-20 16:26:20 Z,10.10.10.30,10.10.10.10,3,tcp
4591,2015-10-20 16:26:21 Z,192.168.89.2,8.8.8.8,1,udp
4592,2015-10-20 16:26:21 Z,10.10.10.30,10.10.10.10,3,tcp
4593,2015-10-20 16:26:22 Z,10.10.10.30,10.10.10.10,3,tcp
4594,2015-10-20 16:26:23 Z,10.10.10.30,10.10.10.10,3,tcp
4595,2015-10-20 16:26:24 Z,10.10.10.30,10.10.10.10,3,tcp
4596,2015-10-20 16:26:25 Z,10.10.10.30,10.10.10.10,3,tcp
4597,2015-10-20 16:26:26 Z,10.10.10.30,10.10.10.10,3,tcp
4598,2015-10-20 16:26:27 Z,10.10.10.30,10.10.10.10,3,tcp
4599,2015-10-20 16:26:28 Z,10.10.10.30,10.10.10.10,3,tcp
4600,2015-10-20 16:26:29 Z,10.10.10.30,10.10.10.10,3,tcp
4601,2015-10-20 16:26:30 Z,10.10.10.30,10.10.10.10,3,tcp
4602,2015-10-20 16:26:31 Z,192.168.89.2,8.8.8.8,1,udp
4603,2015-10-20 16:26:31 Z,10.10.10.30,10.10.10.10,3,tcp
4604,2015-10-20 16:26:32 Z,10.10.10.30,10.10.10.10,3,tcp
4605,2015-10-20 16:26:33 Z,10.10.10.30,10.10.10.10,3,tcp
4606,2015-10-20 16:26:34 Z,10.10.10.30,10.10.10.10,3,tcp
4607,2015-10-20 16:26:35 Z,10.10.10.30,10.10.10.10,3,tcp
4608,2015-10-20 16:26:36 Z,10.10.10.30,10.10.10.10,3,tcp
4609,2015-10-20 16:26:37 Z,10.10.10.30,10.10.10.10,3,tcp
4610,2015-10-20 16:26:38 Z,10.10.10.30,10.10.10.10,3,tcp
4611,2015-10-20 16:26:39 Z,10.10.10.30,10.10.10.10,2,tcp
4612,2015-10-20 16:26:40 Z,10.10.10.30,10.10.10.10,2,tcp
4613,2015-10-20 16:26:41 Z,192.168.89.2,8.8.8.8,1,udp
4614,2015-10-20 16:26:41 Z,10.10.10.30,10.10.10.10,2,tcp
4615,2015-10-20 16:26:42 Z,10.10.10.30,10.10.10.10,2,tcp
4616,2015-10-20 16:26:43 Z,10.10.10.30,10.10.10.10,2,tcp
4617,2015-10-20 16:26:44 Z,10.10.10.30,10.10.10.10,6,tcp
4618,2015-10-20 16:26:45 Z,10.10.10.30,10.10.10.10,6,tcp
4619,2015-10-20 16:26:46 Z,10.10.10.30,10.10.10.10,6,tcp
4620,2015-10-20 16:26:47 Z,10.10.10.30,10.10.10.10,6,tcp
4621,2015-10-20 16:26:48 Z,10.10.10.30,10.10.10.10,6,tcp
4622,2015-10-20 16:26:49 Z,10.10.10.30,10.10.10.10,6,tcp
4623,2015-10-20 16:26:50 Z,10.10.10.10,10.10.10.30,6,tcp
4624,2015-10-20 16:26:50 Z,10.10.10.10,10.10.10.30,5,tcp
4625,2015-10-20 16:26:50 Z,10.10.10.10,10.10.10.30,6,tcp
4626,2015-10-20 16:26:50 Z,10.10.10.10,10.10.10.30,3,tcp
4627,2015-10-20 16:26:50 Z,10.10.10.30,10.10.10.10,6,tcp
4628,2015-10-20 16:26:51 Z,10.10.10.10,10.10.10.30,7,tcp
4629,2015-10-20 16:26:51 Z,10.10.10.10,10.10.10.30,7,tcp
4630,2015-10-20 16:26:51 Z,192.168.89.2,8.8.8.8,1,udp
4631,2015-10-20 16:26:51 Z,10.10.10.30,10.10.10.10,6,tcp
4632,2015-10-20 16:26:52 Z,10.10.10.10,10.10.10.30,7,tcp
4633,2015-10-20 16:26:52 Z,10.10.10.30,10.10.10.10,6,tcp
4634,2015-10-20 16:26:53 Z,10.10.10.10,10.10.10.30,7,tcp
4635,2015-10-20 16:26:53 Z,10.10.10.30,10.10.10.10,6,tcp
4636,2015-10-20 16:26:54 Z,10.10.10.10,10.10.10.30,7,tcp
4637,2015-10-20 16:26:54 Z,10.10.10.30,10.10.10.10,6,tcp
4638,2015-10-20 16:26:55 Z,10.10.10.30,10.10.10.10,6,tcp
4639,2015-10-20 16:26:57 Z,10.10.10.30,10.10.10.10,6,tcp
4640,2015-10-20 16:26:57 Z,10.10.10.10,10.10.10.30,7,tcp
4641,2015-10-20 16:26:57 Z,10.10.10.10,10.10.10.30,7,tcp
4642,2015-10-20 16:26:57 Z,10.10.10.30,10.10.10.10,6,tcp
4643,2015-10-20 16:26:58 Z,10.10.10.10,10.10.10.30,7,tcp
4644,2015-10-20 16:26:59 Z,10.10.10.30,10.10.10.10,6,tcp
4645,2015-10-20 16:26:59 Z,10.10.10.10,10.10.10.30,7,tcp
4646,2015-10-20 16:26:59 Z,10.10.10.30,10.10.10.10,5,tcp
4647,2015-10-20 16:27:00 Z,10.10.10.10,10.10.10.30,7,tcp
4648,2015-10-20 16:27:00 Z,10.10.10.10,10.10.10.30,7,tcp
4649,2015-10-20 16:27:01 Z,10.10.10.30,10.10.10.10,5,tcp
4650,2015-10-20 16:27:01 Z,10.10.10.10,10.10.10.30,7,tcp
4651,2015-10-20 16:27:01 Z,192.168.89.2,8.8.8.8,1,udp
4652,2015-10-20 16:27:01 Z,10.10.10.30,10.10.10.10,5,tcp
4653,2015-10-20 16:27:03 Z,10.10.10.30,10.10.10.10,5,tcp
4654,2015-10-20 16:27:03 Z,10.10.10.10,10.10.10.30,7,tcp
4655,2015-10-20 16:27:03 Z,10.10.10.30,10.10.10.10,5,tcp
4656,2015-10-20 16:27:05 Z,10.10.10.30,10.10.10.10,5,tcp
4657,2015-10-20 16:27:05 Z,10.10.10.10,10.10.10.30,7,tcp
4658,2015-10-20 16:27:05 Z,10.10.10.30,10.10.10.10,5,tcp
4659,2015-10-20 16:27:06 Z,10.10.10.10,10.10.10.30,7,tcp
4660,2015-10-20 16:27:06 Z,10.10.10.10,10.10.10.30,7,tcp
4661,2015-10-20 16:27:07 Z,10.10.10.30,10.10.10.10,5,tcp
4662,2015-10-20 16:27:07 Z,10.10.10.10,10.10.10.30,7,tcp
4663,2015-10-20 16:27:07 Z,10.10.10.30,10.10.10.10,5,tcp
4664,2015-10-20 16:27:08 Z,10.10.10.10,10.10.10.30,7,tcp
4665,2015-10-20 16:27:08 Z,10.10.10.10,10.10.10.30,7,tcp
4666,2015-10-20 16:27:09 Z,10.10.10.30,10.10.10.10,5,tcp
4667,2015-10-20 16:27:09 Z,10.10.10.30,10.10.10.10,5,tcp
4668,2015-10-20 16:27:10 Z,10.10.10.10,10.10.10.30,7,tcp
4669,2015-10-20 16:27:10 Z,10.10.10.10,10.10.10.30,7,tcp
4670,2015-10-20 16:27:11 Z,10.10.10.30,10.10.10.10,5,tcp
4671,2015-10-20 16:27:11 Z,192.168.89.2,8.8.8.8,1,udp
4672,2015-10-20 16:27:11 Z,10.10.10.30,10.10.10.10,5,tcp
4673,2015-10-20 16:27:12 Z,10.10.10.10,10.10.10.30,7,tcp
4674,2015-10-20 16:27:13 Z,10.10.10.30,10.10.10.10,5,tcp
4675,2015-10-20 16:27:13 Z,10.10.10.10,10.10.10.30,7,tcp
4676,2015-10-20 16:27:13 Z,10.10.10.10,10.10.10.30,7,tcp
4677,2015-10-20 16:27:13 Z,10.10.10.30,10.10.10.10,5,tcp
4678,2015-10-20 16:27:15 Z,10.10.10.30,10.10.10.10,5,tcp
4679,2015-10-20 16:27:16 Z,10.10.10.30,10.10.10.10,5,tcp
4680,2015-10-20 16:27:17 Z,10.10.10.30,10.10.10.10,5,tcp
4681,2015-10-20 16:27:18 Z,10.10.10.30,10.10.10.10,5,tcp
4682,2015-10-20 16:27:19 Z,10.10.10.30,10.10.10.10,5,tcp
4683,2015-10-20 16:27:20 Z,10.10.10.30,10.10.10.10,5,tcp
4684,2015-10-20 16:27:21 Z,10.10.10.30,10.10.10.10,5,tcp
4685,2015-10-20 16:27:21 Z,192.168.89.2,8.8.8.8,1,udp
4686,2015-10-20 16:27:22 Z,10.10.10.30,10.10.10.10,5,tcp
4687,2015-10-20 16:27:23 Z,10.10.10.30,10.10.10.10,5,tcp
4688,2015-10-20 16:27:24 Z,10.10.10.30,10.10.10.10,5,tcp
4689,2015-10-20 16:27:25 Z,10.10.10.30,10.10.10.10,5,tcp
4690,2015-10-20 16:27:26 Z,10.10.10.30,10.10.10.10,5,tcp
4691,2015-10-20 16:27:27 Z,10.10.10.30,10.10.10.10,5,tcp
4692,2015-10-20 16:27:28 Z,10.10.10.30,10.10.10.10,5,tcp
4693,2015-10-20 16:27:29 Z,10.10.10.30,10.10.10.10,5,tcp
4694,2015-10-20 16:27:30 Z,10.10.10.30,10.10.10.10,4,tcp
4695,2015-10-20 16:27:31 Z,10.10.10.30,10.10.10.10,4,tcp
4696,2015-10-20 16:27:31 Z,192.168.89.2,8.8.8.8,1,udp
4697,2015-10-20 16:27:32 Z,10.10.10.30,10.10.10.10,4,tcp
4698,2015-10-20 16:27:33 Z,10.10.10.30,10.10.10.10,4,tcp
4699,2015-10-20 16:27:34 Z,10.10.10.30,10.10.10.10,4,tcp
4700,2015-10-20 16:27:35 Z,10.10.10.30,10.10.10.10,4,tcp
4701,2015-10-20 16:27:36 Z,10.10.10.30,10.10.10.10,4,tcp
4702,2015-10-20 16:27:37 Z,10.10.10.30,10.10.10.10,4,tcp
4703,2015-10-20 16:27:38 Z,10.10.10.30,10.10.10.10,4,tcp
4704,2015-10-20 16:27:39 Z,10.10.10.30,10.10.10.10,4,tcp
4705,2015-10-20 16:27:40 Z,10.10.10.30,10.10.10.10,4,tcp
4706,2015-10-20 16:27:41 Z,10.10.10.30,10.10.10.10,4,tcp
4707,2015-10-20 16:27:41 Z,192.168.89.2,8.8.8.8,1,udp
4708,2015-10-20 16:27:42 Z,10.10.10.30,10.10.10.10,4,tcp
4709,2015-10-20 16:27:43 Z,10.10.10.30,10.10.10.10,4,tcp
4710,2015-10-20 16:27:44 Z,10.10.10.30,10.10.10.10,4,tcp
4711,2015-10-20 16:27:45 Z,10.10.10.30,10.10.10.10,4,tcp
4712,2015-10-20 16:27:46 Z,10.10.10.30,10.10.10.10,4,tcp
4713,2015-10-20 16:27:47 Z,10.10.10.30,10.10.10.10,4,tcp
4714,2015-10-20 16:27:48 Z,10.10.10.30,10.10.10.10,4,tcp
4715,2015-10-20 16:27:49 Z,10.10.10.30,10.10.10.10,4,tcp
4716,2015-10-20 16:27:50 Z,10.10.10.30,10.10.10.10,4,tcp
4717,2015-10-20 16:27:51 Z,10.10.10.30,10.10.10.10,4,tcp
4718,2015-10-20 16:27:51 Z,192.168.89.2,8.8.8.8,1,udp
4719,2015-10-20 16:27:52 Z,10.10.10.30,10.10.10.10,4,tcp
4720,2015-10-20 16:27:53 Z,10.10.10.30,10.10.10.10,4,tcp
4721,2015-10-20 16:27:54 Z,10.10.10.30,10.10.10.10,4,tcp
4722,2015-10-20 16:27:55 Z,10.10.10.30,10.10.10.10,4,tcp
4723,2015-10-20 16:27:56 Z,10.10.10.30,10.10.10.10,4,tcp
4724,2015-10-20 16:27:57 Z,10.10.10.30,10.10.10.10,4,tcp
4725,2015-10-20 16:27:58 Z,10.10.10.30,10.10.10.10,4,tcp
4726,2015-10-20 16:27:59 Z,10.10.10.30,10.10.10.10,4,tcp
4727,2015-10-20 16:28:00 Z,10.10.10.30,10.10.10.10,3,tcp
4728,2015-10-20 16:28:01 Z,10.10.10.30,10.10.10.10,3,tcp
4729,2015-10-20 16:28:01 Z,192.168.89.2,8.8.8.8,1,udp
4730,2015-10-20 16:28:02 Z,10.10.10.30,10.10.10.10,3,tcp
4731,2015-10-20 16:28:03 Z,10.10.10.30,10.10.10.10,3,tcp
4732,2015-10-20 16:28:04 Z,10.10.10.30,10.10.10.10,3,tcp
4733,2015-10-20 16:28:05 Z,10.10.10.30,10.10.10.10,3,tcp
4734,2015-10-20 16:28:06 Z,10.10.10.30,10.10.10.10,3,tcp
4735,2015-10-20 16:28:07 Z,10.10.10.30,10.10.10.10,3,tcp
4736,2015-10-20 16:28:08 Z,10.10.10.30,10.10.10.10,3,tcp
4737,2015-10-20 16:28:09 Z,10.10.10.30,10.10.10.10,3,tcp
4738,2015-10-20 16:28:10 Z,10.10.10.30,10.10.10.10,3,tcp
4739,2015-10-20 16:28:11 Z,10.10.10.30,10.10.10.10,3,tcp
4740,2015-10-20 16:28:11 Z,192.168.89.2,8.8.8.8,1,udp
4741,2015-10-20 16:28:12 Z,10.10.10.30,10.10.10.10,3,tcp
4742,2015-10-20 16:28:13 Z,10.10.10.30,10.10.10.10,3,tcp
4743,2015-10-20 16:28:14 Z,10.10.10.30,10.10.10.10,3,tcp
4744,2015-10-20 16:28:15 Z,10.10.10.30,10.10.10.10,3,tcp
4745,2015-10-20 16:28:16 Z,10.10.10.30,10.10.10.10,3,tcp
4746,2015-10-20 16:28:17 Z,10.10.10.30,10.10.10.10,3,tcp
4747,2015-10-20 16:28:18 Z,10.10.10.30,10.10.10.10,3,tcp
4748,2015-10-20 16:28:19 Z,10.10.10.30,10.10.10.10,3,tcp
4749,2015-10-20 16:28:20 Z,10.10.10.30,10.10.10.10,3,tcp
4750,2015-10-20 16:28:21 Z,10.10.10.30,10.10.10.10,3,tcp
4751,2015-10-20 16:28:21 Z,192.168.89.2,8.8.8.8,1,udp
4752,2015-10-20 16:28:22 Z,10.10.10.30,10.10.10.10,3,tcp
4753,2015-10-20 16:28:23 Z,10.10.10.30,10.10.10.10,3,tcp
4754,2015-10-20 16:28:24 Z,10.10.10.30,10.10.10.10,2,tcp
4755,2015-10-20 16:28:25 Z,10.10.10.30,10.10.10.10,2,tcp
4756,2015-10-20 16:28:26 Z,10.10.10.30,10.10.10.10,2,tcp
4757,2015-10-20 16:28:27 Z,10.10.10.30,10.10.10.10,2,tcp
4758,2015-10-20 16:28:28 Z,10.10.10.30,10.10.10.10,2,tcp
4759,2015-10-20 16:28:29 Z,10.10.10.30,10.10.10.10,2,tcp
4760,2015-10-20 16:28:30 Z,10.10.10.30,10.10.10.10,6,tcp
4761,2015-10-20 16:28:31 Z,192.168.89.2,8.8.8.8,1,udp
4762,2015-10-20 16:28:31 Z,10.10.10.30,10.10.10.10,6,tcp
4763,2015-10-20 16:28:32 Z,10.10.10.30,10.10.10.10,6,tcp
4764,2015-10-20 16:28:33 Z,10.10.10.30,10.10.10.10,6,tcp
4765,2015-10-20 16:28:34 Z,10.10.10.30,10.10.10.10,6,tcp
4766,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,4,tcp
4767,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,5,tcp
4768,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,4,tcp
4769,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,7,tcp
4770,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,6,tcp
4771,2015-10-20 16:28:34 Z,10.10.10.10,10.10.10.30,2,tcp
4772,2015-10-20 16:28:35 Z,10.10.10.10,10.10.10.30,4,tcp
